"label","LonX","LatY"
"P11",-73.93626772,40.7738775
"P11",-73.92339533,40.76792416
"P11",-73.93105722,40.75497417
"P11",-73.9221954,40.76047534
"P11",-73.93398092,40.76282598
"P11",-73.92266322,40.76396631
"P11",-73.92590027,40.77226209
"P11",-73.92698824,40.76272543
"P11",-73.93582071,40.76863091
"P11",-73.9313176,40.76912321
"P11",-73.91977765,40.76615218
"P11",-73.92033084,40.76811353
"P11",-73.93224924,40.76463928
"P11",-73.91948388,40.7624491
"P11",-73.92899235,40.77214955
"P11",-73.93343259,40.77302762
"P11",-73.93538673,40.76135459
"P11",-73.93158049,40.76170595
"P11",-73.9221954,40.76047534
"P12",-73.94214147,40.83780285
"P12",-73.93823619,40.82787734
"P12",-73.94351366,40.83593313
"P12",-73.93702785,40.84231419
"P12",-73.93590517,40.82598004
"P12",-73.94163351,40.84343666
"P12",-73.93604128,40.84106789
"P12",-73.94079409,40.84468643
"P12",-73.93147172,40.84992124
"P12",-73.92319544,40.84078815
"P12",-73.94429621,40.83707743
"P12",-73.94079409,40.84468643
"P12",-73.94079409,40.84468643
"P12",-73.93560205,40.8571094
"P12",-73.93726258,40.82916466
"P12",-73.94227897,40.84215434
"P12",-73.94227897,40.84215434
"P12",-73.93731294,40.84662312
"P12",-73.93517146,40.84735795
"P12",-73.93592813,40.84851921
"P12",-73.94227897,40.84215434
"P12",-73.9351807,40.84484673
"P12",-73.93952356,40.8478384
"P12",-73.93720532,40.83927214
"P12",-73.93010071,40.85179367
"P12",-73.93823619,40.82787734
"P12",-73.94249893,40.83224043
"P12",-73.93798195,40.84350076
"P12",-73.93702785,40.84231419
"P12",-73.93798195,40.84350076
"P12",-73.93726258,40.82916466
"P12",-73.94113609,40.83917889
"P12",-73.93923948,40.83929546
"P12",-73.93798195,40.84350076
"P12",-73.93798195,40.84350076
"P12",-73.93639683,40.84954119
"P13",-73.94053456,40.76342292
"P13",-73.93343259,40.77302762
"P13",-73.9342742,40.77499412
"P13",-73.92378849,40.76122609
"P13",-73.92231768,40.76721945
"P13",-73.93279119,40.75419454
"P13",-73.9237044,40.75588004
"P13",-73.92108064,40.76319941
"P13",-73.9269028,40.75737884
"P13",-73.92425289,40.76472456
"P13",-73.92744327,40.77284478
"P13",-73.92987945,40.77360955
"P13",-73.93181711,40.77421423
"P13",-73.92051816,40.77590393
"P13",-73.94086199,40.75811159
"P13",-73.924157,40.75396114
"P13",-73.93158049,40.76170595
"P13",-73.92231768,40.76721945
"P13",-73.92730373,40.77052656
"P13",-73.9342742,40.77499412
"P13",-73.93105722,40.75497417
"P13",-73.9221954,40.76047534
"P13",-73.93398092,40.76282598
"P13",-73.92266322,40.76396631
"P13",-73.92590027,40.77226209
"P13",-73.92427202,40.76824158
"P13",-73.92220362,40.76922327
"P13",-73.9342742,40.77499412
"P13",-73.92538015,40.76196969
"P13",-73.93493511,40.76701302
"P13",-73.92266322,40.76396631
"P13",-73.93343259,40.77302762
"P13",-73.92602208,40.7757304
"P13",-73.91094175,40.76885247
"P13",-73.92530123,40.75662875
"P13",-73.92217338,40.77607987
"P13",-73.9221954,40.76047534
"P13",-73.93158049,40.76170595
"P13",-73.9313176,40.76912321
"P13",-73.92987945,40.77360955
"P13",-73.91539502,40.77229001
"P13",-73.91094175,40.76885247
"P14",-73.94726655,40.75647418
"P14",-73.94053456,40.76342292
"P14",-73.94059331,40.75052443
"P14",-73.94053465,40.74942362
"P14",-73.94096138,40.75137455
"P14",-73.94763663,40.76433964
"P14",-73.93279119,40.75419454
"P14",-73.9237044,40.75588004
"P14",-73.94726655,40.75647418
"P14",-73.93541365,40.7449612
"P14",-73.9269028,40.75737884
"P14",-73.93541373,40.76349679
"P14",-73.94763663,40.76433964
"P14",-73.93279119,40.75419454
"P14",-73.94086199,40.75811159
"P14",-73.93105722,40.75497417
"P14",-73.95503701,40.76912007
"P14",-73.95139829,40.77007255
"P14",-73.94401942,40.75480988
"P14",-73.94649779,40.7547508
"P14",-73.93538673,40.76135459
"P14",-73.92538015,40.76196969
"P14",-73.93493511,40.76701302
"P14",-73.94213608,40.74889039
"P14",-73.94645689,40.75104683
"P14",-73.939174,40.74827782
"P14",-73.93811872,40.75703086
"P14",-73.94416667,40.75930777
"P14",-73.92530123,40.75662875
"P14",-73.92217338,40.77607987
"P14",-73.94401942,40.75480988
"P14",-73.94805277,40.75184247
"P15",-73.93726258,40.82916466
"P15",-73.94214147,40.83780285
"P15",-73.94227897,40.84215434
"P15",-73.93726258,40.82916466
"P15",-73.94157724,40.83348747
"P15",-73.93963771,40.85018804
"P15",-73.93823619,40.82787734
"P15",-73.93726258,40.82916466
"P15",-73.94351366,40.83593313
"P15",-73.94229851,40.81722535
"P15",-73.94529268,40.82840058
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.94036011,40.83378667
"P15",-73.94285625,40.84045169
"P15",-73.93798195,40.84350076
"P15",-73.93612529,40.84355064
"P15",-73.93590517,40.82598004
"P15",-73.94582395,40.83276546
"P15",-73.94079409,40.84468643
"P15",-73.94582395,40.83276546
"P15",-73.93758877,40.83266294
"P15",-73.93639683,40.84954119
"P15",-73.93639683,40.84954119
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93638317,40.83785012
"P15",-73.94227897,40.84215434
"P15",-73.94227897,40.84215434
"P15",-73.93517146,40.84735795
"P15",-73.93592813,40.84851921
"P15",-73.93726258,40.82916466
"P15",-73.94779618,40.83445161
"P15",-73.92810747,40.83099653
"P15",-73.9476843,40.83022287
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.9476843,40.83022287
"P15",-73.93823619,40.82787734
"P15",-73.93823619,40.82787734
"P15",-73.93726258,40.82916466
"P15",-73.94374124,40.8384775
"P15",-73.92853695,40.83441773
"P15",-73.92516675,40.83630572
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93604128,40.84106789
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93726258,40.82916466
"P15",-73.93758877,40.83266294
"P15",-73.94227897,40.84215434
"P15",-73.92853695,40.83441773
"P15",-73.93738281,40.83569073
"P15",-73.93639683,40.84954119
"P15",-73.93035513,40.83450471
"P15",-73.94163351,40.84343666
"P15",-73.9384514,40.84619215
"P15",-73.93828417,40.85090855
"P16",-73.94214147,40.83780285
"P16",-73.92156517,40.82854339
"P16",-73.93010885,40.83164092
"P16",-73.92484861,40.84149544
"P16",-73.92251613,40.83163278
"P16",-73.92251613,40.83163278
"P16",-73.93008759,40.82995738
"P16",-73.92810107,40.83250128
"P16",-73.92484861,40.84149544
"P16",-73.93147172,40.84992124
"P16",-73.92319544,40.84078815
"P16",-73.94429621,40.83707743
"P16",-73.93010885,40.83164092
"P16",-73.9231366,40.86341558
"P16",-73.92241311,40.83005254
"P16",-73.92098735,40.84406432
"P16",-73.92516675,40.83630572
"P16",-73.94113609,40.83917889
"P16",-73.93010885,40.83164092
"P16",-73.92810747,40.83099653
"P16",-73.9199738,40.83871429
"P16",-73.93035513,40.83450471
"P16",-73.92499193,40.84651758
"P17",-73.94726655,40.75647418
"P17",-73.94053456,40.76342292
"P17",-73.94096138,40.75137455
"P17",-73.92378849,40.76122609
"P17",-73.91899843,40.77030885
"P17",-73.94726655,40.75647418
"P17",-73.93541365,40.7449612
"P17",-73.9269028,40.75737884
"P17",-73.92987945,40.77360955
"P17",-73.94726655,40.75647418
"P17",-73.94726655,40.75647418
"P17",-73.93279119,40.75419454
"P17",-73.94086199,40.75811159
"P17",-73.93538673,40.76135459
"P17",-73.924157,40.75396114
"P17",-73.91687099,40.75480649
"P17",-73.93158049,40.76170595
"P17",-73.93609499,40.74973153
"P17",-73.93105722,40.75497417
"P17",-73.92530123,40.75662875
"P17",-73.9221954,40.76047534
"P17",-73.93398092,40.76282598
"P17",-73.92266322,40.76396631
"P17",-73.92427202,40.76824158
"P17",-73.94940527,40.75416117
"P17",-73.9329099,40.7526932
"P17",-73.9174038,40.75822398
"P17",-73.93582071,40.76863091
"P17",-73.9313176,40.76912321
"P17",-73.93914474,40.76080162
"P17",-73.93425021,40.75869513
"P17",-73.92538015,40.76196969
"P17",-73.93493511,40.76701302
"P17",-73.94053465,40.74942362
"P17",-73.93538673,40.76135459
"P17",-73.91948388,40.7624491
"P17",-73.93343259,40.77302762
"P17",-73.939174,40.74827782
"P17",-73.94416667,40.75930777
"P17",-73.92530123,40.75662875
"P17",-73.92325797,40.75780282
"P17",-73.92217338,40.77607987
"P17",-73.93181711,40.77421423
"P17",-73.9221954,40.76047534
"P17",-73.93700479,40.76423995
"P18",-73.94249893,40.83224043
"P18",-73.94214147,40.83780285
"P18",-73.93823619,40.82787734
"P18",-73.94779618,40.83445161
"P18",-73.94351366,40.83593313
"P18",-73.94680584,40.83729647
"P18",-73.94429621,40.83707743
"P18",-73.93590517,40.82598004
"P18",-73.93726258,40.82916466
"P18",-73.94066429,40.83473137
"P18",-73.94429621,40.83707743
"P18",-73.93988786,40.83579394
"P18",-73.9458565,40.83855987
"P18",-73.94079409,40.84468643
"P18",-73.93726258,40.82916466
"P18",-73.93726258,40.82916466
"P18",-73.94779618,40.83445161
"P18",-73.94779618,40.83445161
"P18",-73.93834307,40.83790887
"P18",-73.94227897,40.84215434
"P18",-73.93517146,40.84735795
"P18",-73.94858988,40.82897446
"P18",-73.93726258,40.82916466
